payah,-1
bug,-1
hilang,-1
lama,-1
telat,-1
kecewa,-1
modus,-1
masalah,-1
buruk,-1
mahal,-1
error,-1
susah,-1
ribet,-1
jelek,-1
lemot,-1
hang,-1
macet,-1
gagal,-1
ngelag,-1
tidak puas,-1
mengecewakan,-1
fitur rusak,-1
tidak responsif,-1
tidak stabil,-1
sulit,-1
tidak jalan,-1
tidak berfungsi,-1
menguras baterai,-1
membingungkan,-1
tidak jelas,-1
